Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
34,Male,Married,Employee,More than 50000,Post Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,18,2,Tier 1
39,Female,Married,Employee,Below Rs.10000,Graduate,3,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,700,14,14,Tier 1
30,Female,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,,Agree,300,11,8,Tier 2
38,Female,Married,Employee,More than 50000,Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,14,,Tier 1
37,Female,Prefer not to say,Student,No Income,Ph.D,6,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,,Strongly agree,600,17,10,Tier 2
32,Male,Married,Self Employeed,10001 to 25000,Post Graduate,4,ONDC,Quick Bites,,Snacks,Non Veg foods (Lunch / Dinner),Neutral,300,6,13,Tier 1
30,Male,Married,Student,No Income,Ph.D,2,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,450,10,30,Tier 2
,Female,Married,Self Employeed,More than 50000,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,100,11,10,Tier 2
20,Male,,Student,No Income,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,12,3,Tier 1
33,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,12,27,Tier 1
,Female,Single,Student,No Income,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,350,15,30,Tier 1
23,Male,Single,Employee,25001 to 50000,Post Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,7,Tier 1
36,Male,Married,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,700,15,8,Tier 2
27,Female,Single,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,150,9,30,Tier 1
30,Female,Married,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,100,16,7,Tier 1
29,Male,Married,Student,No Income,Ph.D,3,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,13,10,Tier 1
21,Female,Single,Employee,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,300,19,17,Tier 1
34,Female,Married,Student,No Income,Ph.D,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,13,30,Tier 2
29,Female,Married,Employee,10001 to 25000,Post Graduate,6,Zomato,Casual Dining,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,10,24,Tier 1
31,Male,Married,Employee,25001 to 50000,,6,ONDC,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,8,4,Tier 2
27,Female,Single,Employee,More than 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,150,13,30,Tier 2
39,Female,Married,Student,No Income,Ph.D,3,Swiggy,Quick Bites,,Dinner,Non Veg foods (Lunch / Dinner),Agree,300,,2,Tier 1
28,Female,Single,Student,No Income,Ph.D,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,650,14,6,Tier 1
38,Male,Married,Student,,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,150,18,30,Tier 1
30,Male,Married,Student,No Income,Ph.D,4,Zomato,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,1200,13,7,Tier 2
28,Male,Single,Student,No Income,Ph.D,2,Zomato,Quick Bites,Weekend (Sat & Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,200,10,8,Tier 1
35,,Married,Employee,25001 to 50000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,13,6,Tier 1
39,Female,Married,Employee,More than 50000,Graduate,6,Swiggy,Casual Dining,Weekdays (Mon-Fri),Breakfast,Non Veg foods (Lunch / Dinner),Agree,600,15,30,Tier 1
35,Male,Married,Employee,More than 50000,Graduate,4,Zomato,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,650,18,30,Tier 1
20,Female,Single,Student,No Income,Graduate,,Swiggy,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,16,30,Tier 1
38,Male,Married,,More than 50000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,350,9,30,Tier 1
39,Female,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,350,19,7,Tier 2
26,Male,Single,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,9,2,Tier 2
25,Male,Single,Employee,10001 to 25000,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,9,30,Tier 2
34,Female,Married,Self Employeed,Below Rs.10000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,250,20,30,Tier 2
31,Female,Married,Student,No Income,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,250,21,5,Tier 3
35,Male,Married,Employee,10001 to 25000,Post Graduate,5,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,11,6,Tier 1
27,Male,Single,Employee,25001 to 50000,Post Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,,15,30,Tier 3
27,Female,Single,Student,No Income,Ph.D,4,Swiggy,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),,1500,,30,Tier 1
22,Female,Single,Student,No Income,Graduate,4,Swiggy,,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,1600,10,26,Tier 2
27,Female,Married,Student,No Income,Ph.D,4,Swiggy,"Microbrewery, Bar",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,2400,13,30,Tier 3
31,Male,Married,Student,No Income,Ph.D,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,12,30,Tier 1
38,Male,Married,Student,No Income,Ph.D,4,Swiggy,"Quick Bites, Beverage Shop",Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,7,7,Tier 2
21,Female,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,19,30,Tier 2
34,Female,Married,Student,No Income,Ph.D,5,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,16,28,Tier 1
40,Female,Married,Employee,10001 to 25000,Graduate,4,Zomato,Takeaway,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,550,9,10,Tier 1
36,Male,Married,Employee,More than 50000,Post Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,15,30,Tier 2
31,Male,Married,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,9,25,Tier 3
24,Male,Single,Employee,10001 to 25000,Post Graduate,6,ONDC,Takeaway,Weekdays (Mon-Fri),,Veg foods (Breakfast / Lunch / Dinner),Agree,400,16,30,Tier 2
36,Male,Married,Employee,10001 to 25000,Graduate,6,Zomato,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,14,30,Tier 3
21,,Single,Student,,Graduate,3,Swiggy,Cafe,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,600,11,7,Tier 2
36,Female,Married,Employee,25001 to 50000,Post Graduate,4,ONDC,Desert Parlor,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,7,30,Tier 1
37,Female,Married,Employee,25001 to 50000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,400,15,30,Tier 2
25,Female,Single,Student,No Income,Ph.D,3,Zomato,"Bar, Microbrewery",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,1800,14,7,Tier 1
24,Female,Single,Employee,,Graduate,4,Swiggy,Beverage Shop,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,150,15,13,Tier 2
36,Male,Married,Employee,More than 50000,Post Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1400,6,14,Tier 2
36,Male,Married,Employee,10001 to 25000,Post Graduate,5,Zomato,Cafe,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,650,19,,Tier 2
28,Female,Single,Student,No Income,Ph.D,2,Swiggy,Quick Bites,,Snacks,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,200,16,,Tier 1
29,Female,Married,Self Employeed,25001 to 50000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,3,Tier 1
31,Male,Married,Employee,More than 50000,Post Graduate,3,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,9,18,Tier 3
26,Male,Single,Employee,10001 to 25000,Graduate,6,Swiggy,Desert Parlor,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,14,23,Tier 2
23,Male,Single,Employee,,Graduate,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Sweets,Agree,250,15,8,Tier 1
20,Female,Single,Student,No Income,Graduate,5,Swiggy,,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,600,8,9,Tier 1
25,Female,Single,Student,No Income,Ph.D,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,550,10,7,Tier 1
31,Male,Single,Student,No Income,Ph.D,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,100,14,7,Tier 1
28,Female,Single,Employee,More than 50000,Post Graduate,6,Zomato,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,14,30,Tier 1
,Female,Single,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,,Strongly agree,700,18,30,Tier 2
28,Female,Single,Self Employeed,Below Rs.10000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,350,17,30,Tier 1
21,,Single,Employee,10001 to 25000,Graduate,6,Swiggy,Quick Bites,Weekdays (Mon-Fri),Lunch,Non Veg foods (Lunch / Dinner),Disagree,350,15,30,Tier 2
29,Male,Married,Student,No Income,Ph.D,5,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,19,30,Tier 1
30,Female,Prefer not to say,Self Employeed,25001 to 50000,Post Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,400,10,30,Tier 1
37,Female,Married,Employee,Below Rs.10000,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,600,8,7,Tier 2
26,Female,Single,Employee,,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,17,7,Tier 1
21,Male,Single,Student,No Income,Graduate,2,Swiggy,Takeaway,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,700,14,30,Tier 2
33,Male,Married,Employee,25001 to 50000,Post Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,400,13,30,Tier 3
25,Male,Single,Employee,25001 to 50000,Post Graduate,5,ONDC,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,13,4,Tier 1
38,Male,Married,Employee,25001 to 50000,Post Graduate,6,Zomato,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,11,6,Tier 2
26,Male,Single,Student,No Income,Ph.D,2,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,9,30,Tier 1
34,Male,Married,Employee,10001 to 25000,Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,550,11,12,Tier 2
33,Male,Married,Employee,More than 50000,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,300,15,30,Tier 1
35,Male,Married,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,800,4,7,Tier 2
28,Male,Single,Employee,More than 50000,Post Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,200,20,7,Tier 2
36,Female,Married,Self Employeed,More than 50000,Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,400,14,22,Tier 1
23,Female,Single,Student,No Income,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,250,10,1,Tier 1
24,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,150,21,18,Tier 2
35,Male,Married,Employee,More than 50000,Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,450,9,27,Tier 1
26,Female,Single,Student,No Income,Ph.D,2,Swiggy,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,350,9,13,Tier 1
32,Female,Married,Student,No Income,Ph.D,3,Zomato,Takeaway,Weekdays (Mon-Fri),Dinner,Non Veg foods (Lunch / Dinner),Agree,300,13,17,Tier 3
20,Male,Single,Employee,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,16,4,Tier 1
29,Male,Married,Student,No Income,Ph.D,6,ONDC,Desert Parlor,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,550,15,6,Tier 1
34,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,18,14,Tier 2
38,Female,Married,Student,No Income,Ph.D,5,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,600,15,0,Tier 1
36,Female,Married,Student,No Income,Ph.D,3,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,20,30,Tier 1
22,Female,Single,Self Employeed,More than 50000,Graduate,6,ONDC,Casual Dining,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,500,22,30,Tier 3
39,Male,Married,Employee,10001 to 25000,Graduate,6,Zomato,Takeaway,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,400,17,30,Tier 1
36,Male,Married,Self Employeed,Below Rs.10000,Post Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,19,17,Tier 2
23,Male,Single,Employee,25001 to 50000,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,600,17,7,Tier 1
33,,Married,Student,No Income,Ph.D,4,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,,30,Tier 3
34,Male,Married,Employee,More than 50000,Graduate,6,Swiggy,Takeaway,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,600,11,29,Tier 2
35,Female,Married,Employee,More than 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,17,30,Tier 3
30,Male,Married,Self Employeed,More than 50000,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,600,21,30,Tier 2
23,Female,Single,Student,No Income,Post Graduate,5,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,600,20,30,Tier 2
20,Female,Single,Student,No Income,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,300,,,Tier 2
38,,Married,,No Income,Ph.D,6,Swiggy,Quick Bites,Weekend (Sat & Sun),,Non Veg foods (Lunch / Dinner),Agree,200,5,,Tier 3
,Female,Married,Student,No Income,Ph.D,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,450,13,17,Tier 1
27,Female,Single,Employee,10001 to 25000,Post Graduate,2,Zomato,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,600,18,7,Tier 3
24,Male,Single,Student,No Income,Graduate,6,Swiggy,casual dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,450,23,26,Tier 1
32,Female,Married,Employee,10001 to 25000,Post Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,13,1,Tier 1
22,Female,Single,Employee,Below Rs.10000,Graduate,,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,11,30,Tier 1
39,Male,Married,Student,No Income,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,8,3,Tier 3
33,Female,Married,Student,No Income,,3,Swiggy,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,14,30,Tier 2
31,Female,Married,Student,No Income,Ph.D,6,ONDC,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,,,30,Tier 1
39,Male,Married,Self Employeed,More than 50000,Post Graduate,6,ONDC,Takeaway,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,600,7,4,Tier 1
34,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,13,3,Tier 2
28,Female,Single,Self Employeed,10001 to 25000,,5,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,750,,3,Tier 1
23,Male,Single,Student,No Income,Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,,Agree,700,18,1,Tier 1
24,Male,Single,Employee,More than 50000,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,17,3,Tier 1
31,Female,Married,,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,9,16,Tier 1
23,Male,Single,Student,No Income,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,500,17,2,Tier 1
37,Male,Married,Student,No Income,Ph.D,5,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,500,13,22,Tier 1
37,Female,Married,Employee,,Graduate,6,Swiggy,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,9,6,Tier 2
21,Male,Single,Student,No Income,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,300,18,15,Tier 1
37,Male,,Self Employeed,More than 50000,Post Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,14,6,Tier 2
24,Male,Single,Employee,,Post Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,15,11,Tier 1
37,Male,Married,Student,No Income,Ph.D,3,Zomato,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,650,11,2,Tier 2
26,Male,Married,Student,No Income,Ph.D,6,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly disagree,400,1,30,Tier 3
38,Male,Married,Student,No Income,,2,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,18,30,Tier 1
24,Male,Single,Employee,25001 to 50000,Graduate,3,ONDC,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,750,8,,Tier 1
31,,Married,Employee,Below Rs.10000,Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,17,30,Tier 1
39,Male,Married,Employee,25001 to 50000,Post Graduate,6,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,300,11,7,Tier 1
36,Male,Married,Student,No Income,Ph.D,3,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,19,6,Tier 3
33,Male,Married,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,14,1,Tier 2
37,,Married,Employee,10001 to 25000,Post Graduate,3,Zomato,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,18,30,Tier 1
29,Male,Married,Employee,More than 50000,Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,150,15,27,Tier 2
20,Male,Single,Student,No Income,Graduate,6,ONDC,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,12,27,Tier 2
26,,Single,Student,No Income,Ph.D,3,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1000,16,6,Tier 1
29,Male,Married,Employee,More than 50000,Post Graduate,3,Zomato,Cafe,Anytime (Mon-Sun),Snacks,Desert Parlor items (snacks),Agree,600,13,30,Tier 1
39,Female,Married,Student,No Income,Ph.D,4,Zomato,"Cafe, Bar",Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1200,22,7,Tier 1
21,Male,Single,Employee,10001 to 25000,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,15,9,Tier 2
21,Female,Single,Employee,More than 50000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,500,16,24,Tier 3
35,Female,Married,Employee,More than 50000,Graduate,4,Zomato,Desert Parlor,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,17,30,Tier 1
25,Male,Single,Student,No Income,Ph.D,6,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,150,10,25,Tier 1
40,Male,Married,Employee,10001 to 25000,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,18,7,Tier 3
36,Female,Married,Self Employeed,25001 to 50000,Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,750,13,30,Tier 1
26,Female,Single,Employee,10001 to 25000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,100,11,21,Tier 1
37,Male,Married,Employee,Below Rs.10000,Post Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,15,19,Tier 1
30,Male,Married,Employee,More than 50000,Post Graduate,4,Zomato,Cafe,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,15,6,Tier 2
20,Female,Single,Student,No Income,Graduate,5,Swiggy,Takeaway,Weekend (Sat & Sun),Dinner,,Strongly agree,,14,30,Tier 2
35,Female,Married,Employee,25001 to 50000,Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,1400,10,19,Tier 1
