"Age","Gender","Marital_Status","Occupation","Monthly_Income","Education","Family_Size","Medium","Restaurant_Type","Order_Time","Meal","Preference","Ease_Convenient","Avg_Cost","Order_Hour","Days_Since_Prior","Cities","Income_Level","Time_Period","Cost_Category","Order_Frequency","City_Tier","High_Demand_Area"
32,"Female","Married","Employee","25001 to 50000","Post Graduate",2,"ONDC","Desert Parlor","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",150,10,30,"Tier 1",4,"Morning","Low","Infrequent",1,"0"
33,"Male","Married","Student","No Income","Ph.D",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",250,14,13,"Tier 1",1,"Afternoon","Low","Moderate",1,"1"
20,"Male","Single","Self Employeed","25001 to 50000","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",450,17,30,"Tier 1",4,"Evening","High","Infrequent",1,"1"
35,"Male","Married","Employee","25001 to 50000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,1,6,"Tier 3",4,"Night","Low","Frequent",3,"0"
23,"Male","Single","Employee","10001 to 25000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,14,2,"Tier 1",3,"Afternoon","Low","Very_Frequent",1,"1"
22,"Male","Single","Student","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,23,30,"Tier 1",1,"Night","Low","Infrequent",1,"0"
25,"Male","Single","Student","No Income","Ph.D",4,"ONDC","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",800,22,30,"Tier 2",1,"Night","Premium","Infrequent",2,"1"
40,"Male","Married","Employee","25001 to 50000","Post Graduate",6,"Swiggy","Bar","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",2000,21,11,"Tier 1",4,"Night","Premium","Moderate",1,"1"
38,"Male","Married","Employee","Below Rs.10000","Graduate",4,"Zomato","Desert Parlor","Weekend (Sat & Sun)","Lunch","Desert Parlor items (snacks)","Agree",400,16,2,"Tier 2",2,"Afternoon","Medium","Very_Frequent",2,"1"
37,"Male","Single","Student","No Income","Ph.D",4,"Swiggy","Bar","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Disagree",2000,9,3,"Tier 3",1,"Morning","Premium","Very_Frequent",3,"1"
31,"Female","Single","Student","No Income","Ph.D",2,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",250,18,5,"Tier 2",1,"Evening","Low","Very_Frequent",2,"1"
26,"Male","Single","Student","No Income","Ph.D",3,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Neutral",1400,16,1,"Tier 2",1,"Afternoon","Premium","Very_Frequent",2,"1"
40,"Female","Married","Employee","Below Rs.10000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",250,12,16,"Tier 2",2,"Afternoon","Low","Moderate",2,"0"
38,"Male","Married","Self Employeed","10001 to 25000","Post Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",100,15,4,"Tier 2",3,"Afternoon","Low","Very_Frequent",2,"1"
23,"Male","Single","Self Employeed","Below Rs.10000","Graduate",2,"Swiggy","Beverage Shop","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",200,9,16,"Tier 1",2,"Morning","Low","Moderate",1,"0"
33,"Female","Married","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",900,10,30,"Tier 2",4,"Morning","Premium","Infrequent",2,"1"
22,"Male","Single","Student","No Income","Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",400,7,2,"Tier 2",1,"Morning","Medium","Very_Frequent",2,"1"
22,"Male","Single","Student","No Income","Graduate",4,"ONDC","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",800,16,24,"Tier 1",1,"Afternoon","Premium","Infrequent",1,"1"
32,"Female","Married","Self Employeed","Below Rs.10000","Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",800,10,7,"Tier 3",2,"Morning","Premium","Frequent",3,"1"
24,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",1000,9,21,"Tier 3",1,"Morning","Premium","Infrequent",3,"0"
32,"Male","Married","Employee","No Income","Post Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Disagree",400,20,6,"Tier 2",1,"Evening","Medium","Frequent",2,"1"
35,"Male","Married","Employee","Below Rs.10000","Graduate",2,"Zomato","Cafe","Anytime (MonSun)","Snacks","Desert Parlor items (snacks)","Strongly agree",400,0,14,"Tier 2",2,"Night","Medium","Moderate",2,"1"
35,"Male","Married","Employee","10001 to 25000","Post Graduate",2,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",250,12,6,"Tier 1",3,"Afternoon","Low","Frequent",1,"1"
36,"Male","Married","Employee","10001 to 25000","Post Graduate",6,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",400,19,30,"Tier 2",3,"Evening","Medium","Infrequent",2,"1"
22,"Female","Single","Student","No Income","Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",200,16,16,"Tier 1",1,"Afternoon","Low","Moderate",1,"0"
30,"Female","Married","Student","No Income","Ph.D",6,"ONDC","Desert Parlor","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,18,4,"Tier 1",1,"Evening","Low","Very_Frequent",1,"1"
20,"Male","Single","Employee","10001 to 25000","Graduate",5,"Zomato","Cafe","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",700,14,12,"Tier 2",3,"Afternoon","Premium","Moderate",2,"1"
38,"Male","Married","Self Employeed","10001 to 25000","Post Graduate",6,"Swiggy","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,9,30,"Tier 1",3,"Morning","Medium","Infrequent",1,"1"
27,"Male","Single","Employee","25001 to 50000","Graduate",3,"Zomato","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,12,6,"Tier 2",4,"Afternoon","Low","Frequent",2,"1"
24,"Male","Single","home maker","No Income","Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",350,4,6,"Tier 1",1,"Night","Medium","Frequent",1,"1"
24,"Male","Single","Employee","Below Rs.10000","Post Graduate",4,"Swiggy","Desert Parlor","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,7,19,"Tier 2",2,"Morning","Low","Moderate",2,"0"
26,"Female","Single","Student","No Income","Ph.D",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",450,16,30,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
22,"Male","Single","Student","No Income","Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",100,16,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
27,"Female","Single","Student","No Income","Ph.D",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",500,14,23,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
31,"Female","Married","Employee","25001 to 50000","Post Graduate",6,"Swiggy","Takeaway","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,11,23,"Tier 1",4,"Morning","Low","Infrequent",1,"0"
35,"Male","Married","Employee","25001 to 50000","Graduate",5,"Zomato","Food Truck","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,20,7,"Tier 2",4,"Evening","Medium","Frequent",2,"1"
39,"Female","Married","home maker","No Income","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",750,12,30,"Tier 1",1,"Afternoon","Premium","Infrequent",1,"1"
25,"Female","Single","Employee","25001 to 50000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,14,30,"Tier 2",4,"Afternoon","Low","Infrequent",2,"0"
21,"Male","Single","Employee","Below Rs.10000","Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",1800,13,10,"Tier 3",2,"Afternoon","Premium","Frequent",3,"1"
36,"Male","Married","Employee","10001 to 25000","Graduate",3,"Zomato","Quick Bites","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,21,4,"Tier 3",3,"Night","Low","Very_Frequent",3,"0"
21,"Female","Single","Employee","More than 50000","Graduate",6,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",700,14,2,"Tier 1",5,"Afternoon","Premium","Very_Frequent",1,"1"
23,"Female","Single","Employee","More than 50000","Graduate",6,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,9,30,"Tier 3",5,"Morning","Low","Infrequent",3,"0"
27,"Male","Single","Employee","25001 to 50000","Graduate",4,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",250,17,10,"Tier 2",4,"Evening","Low","Frequent",2,"1"
26,"Female","Single","Student","No Income","Ph.D",5,"Zomato","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",150,22,30,"Tier 1",1,"Night","Low","Infrequent",1,"0"
21,"Female","Single","Student","No Income","Graduate",6,"Swiggy","Desert Parlor","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,16,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
31,"Female","Married","Employee","Below Rs.10000","Post Graduate",2,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,14,1,"Tier 1",2,"Afternoon","Medium","Very_Frequent",1,"1"
33,"Male","Married","home maker","No Income","Post Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,18,5,"Tier 1",1,"Evening","Low","Very_Frequent",1,"1"
31,"Male","Single","Student","No Income","Ph.D",2,"ONDC","Quick Bites","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,11,21,"Tier 2",1,"Morning","Low","Infrequent",2,"0"
33,"Female","Married","Employee","25001 to 50000","Graduate",4,"Swiggy","Fine Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",2000,12,7,"Tier 1",4,"Afternoon","Premium","Frequent",1,"1"
33,"Female","Married","Employee","10001 to 25000","Post Graduate",4,"ONDC","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",550,13,30,"Tier 1",3,"Afternoon","High","Infrequent",1,"1"
23,"Male","Single","Employee","25001 to 50000","Graduate",4,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",1500,15,2,"Tier 1",4,"Afternoon","Premium","Very_Frequent",1,"1"
22,"Female","Single","Student","No Income","Graduate",5,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,14,7,"Tier 1",1,"Afternoon","Low","Frequent",1,"1"
27,"Female","Single","Employee","More than 50000","Post Graduate",3,"ONDC","Beverage Shop","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,21,6,"Tier 1",5,"Night","Low","Frequent",1,"1"
25,"Female","Single","Employee","25001 to 50000","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",200,11,3,"Tier 1",4,"Morning","Low","Very_Frequent",1,"1"
34,"Female","Married","Employee","More than 50000","Post Graduate",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",650,18,6,"Tier 1",5,"Evening","High","Frequent",1,"1"
35,"Female","Married","home maker","No Income","Post Graduate",2,"ONDC","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",700,9,30,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
33,"Male","Married","Self Employeed","25001 to 50000","Post Graduate",6,"Zomato","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",750,8,30,"Tier 1",4,"Morning","Premium","Infrequent",1,"1"
21,"Female","Single","Student","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,8,30,"Tier 2",1,"Morning","Low","Infrequent",2,"0"
22,"Female","Single","Student","No Income","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",300,16,7,"Tier 3",1,"Afternoon","Low","Frequent",3,"0"
37,"Female","Married","Employee","25001 to 50000","Post Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",200,10,23,"Tier 1",4,"Morning","Low","Infrequent",1,"0"
38,"Male","Married","Self Employeed","25001 to 50000","Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,16,30,"Tier 1",4,"Afternoon","High","Infrequent",1,"1"
29,"Female","Married","Student","No Income","Ph.D",5,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",300,13,24,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
39,"Female","Married","home maker","No Income","School",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,10,24,"Tier 1",1,"Morning","Low","Infrequent",1,"0"
31,"Male","Married","Employee","No Income","Post Graduate",6,"Swiggy","Quick Bites","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",200,16,30,"Tier 2",1,"Afternoon","Low","Infrequent",2,"0"
23,"Female","Single","Employee","10001 to 25000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",150,18,7,"Tier 3",3,"Evening","Low","Frequent",3,"0"
27,"Female","Single","Student","No Income","Graduate",5,"ONDC","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",400,9,7,"Tier 2",1,"Morning","Medium","Frequent",2,"1"
30,"Male","Married","Student","No Income","Ph.D",5,"Zomato","Casual Dining","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",1800,7,30,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
38,"Female","Married","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,15,4,"Tier 1",1,"Afternoon","Low","Very_Frequent",1,"1"
21,"Female","Single","Self Employeed","More than 50000","Graduate",6,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,21,2,"Tier 2",5,"Night","Medium","Very_Frequent",2,"1"
20,"Male","Single","Employee","Below Rs.10000","Graduate",6,"Swiggy","Cafe","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",700,11,30,"Tier 2",2,"Morning","Premium","Infrequent",2,"1"
30,"Male","Married","Employee","Below Rs.10000","Graduate",2,"Zomato","Desert Parlor","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",250,19,30,"Tier 1",2,"Evening","Low","Infrequent",1,"0"
27,"Female","Single","Employee","10001 to 25000","Graduate",4,"Swiggy","Cafe","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,22,16,"Tier 1",3,"Night","Medium","Moderate",1,"1"
28,"Female","Single","Student","No Income","Ph.D",3,"Zomato","Desert Parlor","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",300,9,16,"Tier 1",1,"Morning","Low","Moderate",1,"0"
33,"Male","Married","Employee","More than 50000","Graduate",4,"Swiggy","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,17,16,"Tier 1",5,"Evening","High","Moderate",1,"1"
22,"Female","Single","Employee","More than 50000","Graduate",4,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",600,15,30,"Tier 2",5,"Afternoon","High","Infrequent",2,"1"
25,"Male","Single","Student","No Income","Ph.D",4,"ONDC","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1200,10,10,"Tier 1",1,"Morning","Premium","Frequent",1,"1"
26,"Female","Single","Student","No Income","Ph.D",6,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,10,7,"Tier 3",1,"Morning","Low","Frequent",3,"0"
33,"Male","Married","home maker","No Income","Graduate",3,"ONDC","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",300,13,10,"Tier 1",1,"Afternoon","Low","Frequent",1,"1"
33,"Male","Married","Employee","25001 to 50000","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",1100,5,8,"Tier 1",4,"Night","Premium","Frequent",1,"1"
36,"Male","Married","Employee","More than 50000","Post Graduate",5,"Swiggy","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",650,9,16,"Tier 1",5,"Morning","High","Moderate",1,"1"
23,"Female","Single","Employee","25001 to 50000","Graduate",4,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",700,19,30,"Tier 2",4,"Evening","Premium","Infrequent",2,"1"
37,"Male","Married","Employee","10001 to 25000","Graduate",6,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",500,15,8,"Tier 1",3,"Afternoon","High","Frequent",1,"1"
22,"Female","Single","Employee","25001 to 50000","Graduate",5,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,17,26,"Tier 2",4,"Evening","Low","Infrequent",2,"0"
23,"Male","Single","Student","No Income","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,14,16,"Tier 1",1,"Afternoon","High","Moderate",1,"1"
24,"Male","Single","Employee","Below Rs.10000","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",950,8,16,"Tier 3",2,"Morning","Premium","Moderate",3,"0"
34,"Male","Married","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Disagree",250,23,30,"Tier 1",4,"Night","Low","Infrequent",1,"0"
37,"Male","Married","Self Employeed","More than 50000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,8,1,"Tier 1",5,"Morning","Low","Very_Frequent",1,"1"
27,"Male","Married","Employee","10001 to 25000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",200,10,10,"Tier 2",3,"Morning","Low","Frequent",2,"1"
22,"Female","Single","Student","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,16,30,"Tier 2",1,"Afternoon","Low","Infrequent",2,"0"
27,"Male","Prefer not to say","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",700,1,30,"Tier 3",4,"Night","Premium","Infrequent",3,"0"
30,"Male","Married","Employee","No Income","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,12,8,"Tier 2",1,"Afternoon","High","Frequent",2,"1"
28,"Male","Single","Employee","10001 to 25000","Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",1000,16,30,"Tier 1",3,"Afternoon","Premium","Infrequent",1,"1"
22,"Female","Single","Self Employeed","10001 to 25000","Graduate",6,"Zomato","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",700,10,7,"Tier 3",3,"Morning","Premium","Frequent",3,"1"
